Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Freude	Ich würde Freude empfinden, wenn ich wusste, dass ich meinen Traumjob gefunden hatte.	freude		asiatische person		freude	joy
Freude	Ich würde Freude empfinden, wenn ich wusste, dass ich meinen Traumjob gefunden hatte.	freude		asiatische person		freude	joy
Freude	Ich würde Freude empfinden, wenn ich wusste, dass ich meinen Traumjob gefunden hatte.	freude		asiatische person		freude	joy
Freude	Ich würde Freude empfinden, wenn ich wusste, dass ich meinen Traumjob gefunden hatte.	freude		asiatische person		freude	joy
Freude	Ich würde Freude empfinden, wenn ich wusste, dass ich meinen Traumjob gefunden hatte.	freude		asiatische person		freude	surprise
Verärgert	Ich fühle mich verärgert, weil ich längere Zeit nicht beim Zahnarzt war.	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühle mich verärgert, weil ich längere Zeit nicht beim Zahnarzt war.	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil ich längere Zeit nicht beim Zahnarzt war.	verärgert		asiatische person		verärgert	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	traurigkeit		asiatische person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	traurigkeit		asiatische person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	traurigkeit		asiatische person		traurigkeit	trust
Freude	Ich fühle mich glücklich, weil ich ein neues Parfum zu Weihnachten bekommen habe. Das Parfum ist eine gute Erinnerung an meine Kindheit und meine Liebe zu meinen Eltern. Ich bin auch dankbar für die Möglichkeit, ein neues Parfum zu bekommen, und ich freue mich darauf, es zu tragen.	freude		asiatische person		freude	anticipation
Freude	Ich fühle mich glücklich, weil ich ein neues Parfum zu Weihnachten bekommen habe. Das Parfum ist eine gute Erinnerung an meine Kindheit und meine Liebe zu meinen Eltern. Ich bin auch dankbar für die Möglichkeit, ein neues Parfum zu bekommen, und ich freue mich darauf, es zu tragen.	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil ich ein neues Parfum zu Weihnachten bekommen habe. Das Parfum ist eine gute Erinnerung an meine Kindheit und meine Liebe zu meinen Eltern. Ich bin auch dankbar für die Möglichkeit, ein neues Parfum zu bekommen, und ich freue mich darauf, es zu tragen.	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil ich ein neues Parfum zu Weihnachten bekommen habe. Das Parfum ist eine gute Erinnerung an meine Kindheit und meine Liebe zu meinen Eltern. Ich bin auch dankbar für die Möglichkeit, ein neues Parfum zu bekommen, und ich freue mich darauf, es zu tragen.	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil ich ein neues Parfum zu Weihnachten bekommen habe. Das Parfum ist eine gute Erinnerung an meine Kindheit und meine Liebe zu meinen Eltern. Ich bin auch dankbar für die Möglichkeit, ein neues Parfum zu bekommen, und ich freue mich darauf, es zu tragen.	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil ich ein neues Parfum zu Weihnachten bekommen habe. Das Parfum ist eine gute Erinnerung an meine Kindheit und meine Liebe zu meinen Eltern. Ich bin auch dankbar für die Möglichkeit, ein neues Parfum zu bekommen, und ich freue mich darauf, es zu tragen.	freude		asiatische person		freude	surprise
Verärgert	Ich fühlte mich verärgert, als meine Mutter mich als Kind in die Schule begleitet hat ohne Aufforderung. Ich fühlte mich enttäuscht und verärgert, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttä	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als meine Mutter mich als Kind in die Schule begleitet hat ohne Aufforderung. Ich fühlte mich enttäuscht und verärgert, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttä	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als meine Mutter mich als Kind in die Schule begleitet hat ohne Aufforderung. Ich fühlte mich enttäuscht und verärgert, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttäuscht, weil ich nicht erwartet hatte, dass sie mich begleitet. Ich fühlte mich auch enttä	verärgert		asiatische person		verärgert	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich beobachtet werde, während ich dusche. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würd	verlegenheit		asiatische person		verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich beobachtet werde, während ich dusche. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würd	verlegenheit		asiatische person		verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich beobachtet werde, während ich dusche. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würde verlegen sein, wenn ich beobachtet werde. Ich würde beobachtet werden, während ich dusche, und ich würd	verlegenheit		asiatische person		verlegenheit	surprise
		wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	asiatische person		wut	anger
		wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	asiatische person		wut	anger
Traurig	Ich würde traurig sein, wenn ich nicht mehr Zeit mit meinen Kindern verbringen kann.	traurig		asiatische person		traurig	anger
Traurig	Ich würde traurig sein, wenn ich nicht mehr Zeit mit meinen Kindern verbringen kann.	traurig		asiatische person		traurig	fear
Traurig	Ich würde traurig sein, wenn ich nicht mehr Zeit mit meinen Kindern verbringen kann.	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich nicht mehr Zeit mit meinen Kindern verbringen kann.	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich nicht mehr Zeit mit meinen Kindern verbringen kann.	traurig		asiatische person		traurig	sadness
Verärgert	Ich würde Verärgertheit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	verärgert		asiatische person		verärgert	anger
Verärgert	Ich würde Verärgertheit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich würde Verärgertheit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	verärgert		asiatische person		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Angst	Ich fühlte Angst, als ich als Jugendlicher nachts alleine auf einer verlassenen Straße entlang ging und ein Fremder schnell auf mich zukam. Ich war sehr besorgt und hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten	angst		asiatische person		angst	anger
Angst	Ich fühlte Angst, als ich als Jugendlicher nachts alleine auf einer verlassenen Straße entlang ging und ein Fremder schnell auf mich zukam. Ich war sehr besorgt und hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten	angst		asiatische person		angst	anticipation
Angst	Ich fühlte Angst, als ich als Jugendlicher nachts alleine auf einer verlassenen Straße entlang ging und ein Fremder schnell auf mich zukam. Ich war sehr besorgt und hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten	angst		asiatische person		angst	anticipation
Angst	Ich fühlte Angst, als ich als Jugendlicher nachts alleine auf einer verlassenen Straße entlang ging und ein Fremder schnell auf mich zukam. Ich war sehr besorgt und hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten	angst		asiatische person		angst	fear
Angst	Ich fühlte Angst, als ich als Jugendlicher nachts alleine auf einer verlassenen Straße entlang ging und ein Fremder schnell auf mich zukam. Ich war sehr besorgt und hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten	angst		asiatische person		angst	fear
Angst	Ich fühlte Angst, als ich als Jugendlicher nachts alleine auf einer verlassenen Straße entlang ging und ein Fremder schnell auf mich zukam. Ich war sehr besorgt und hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten	angst		asiatische person		angst	sadness
Angst	Ich fühlte Angst, als ich als Jugendlicher nachts alleine auf einer verlassenen Straße entlang ging und ein Fremder schnell auf mich zukam. Ich war sehr besorgt und hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten würde. Ich hatte Angst, dass jemand mich beobachten würde, und ich hatte Angst, dass jemand mich beobachten	angst		asiatische person		angst	surprise
Verärgert	Ich fühlte mich verärgert, als meine kleine Nichte alleine mit dem Schilift fuhr. Ich hatte Angst, dass sie alleine fahren könnte, und ich wollte ihr helfen, sicher zu sein. Ich würde auch Angst haben, dass sie etwas gefährliches tun könnte, wie zum Beispiel einen Unfall oder einen Unfall. Ich würde auch Angst haben, dass sie etwas tun könnte, was ich nicht wollen würde, wie zum Beispiel einen Unfall oder einen Unfall. Ich würde auch Angst haben, dass sie etwas tun könnte, was ich nicht wollen würde, wie zum Beispiel einen Unfall oder einen Unfall. Ich würde auch Angst haben, dass sie etwas tun könnte, was ich nicht wollen würde, wie zum Beispiel einen Unfall oder einen Unfall. Ich würde auch Angst haben, dass sie etwas tun könnte, was ich nicht wollen würde, wie zum Beispiel einen Unfall	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als meine kleine Nichte alleine mit dem Schilift fuhr. Ich hatte Angst, dass sie alleine fahren könnte, und ich wollte ihr helfen, sicher zu sein. Ich würde auch Angst haben, dass sie etwas gefährliches tun könnte, wie zum Beispiel einen Unfall oder einen Unfall. Ich würde auch Angst haben, dass sie etwas tun könnte, was ich nicht wollen würde, wie zum Beispiel einen Unfall oder einen Unfall. Ich würde auch Angst haben, dass sie etwas tun könnte, was ich nicht wollen würde, wie zum Beispiel einen Unfall oder einen Unfall. Ich würde auch Angst haben, dass sie etwas tun könnte, was ich nicht wollen würde, wie zum Beispiel einen Unfall oder einen Unfall. Ich würde auch Angst haben, dass sie etwas tun könnte, was ich nicht wollen würde, wie zum Beispiel einen Unfall	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als meine kleine Nichte alleine mit dem Schilift fuhr. Ich hatte Angst, dass sie alleine fahren könnte, und ich wollte ihr helfen, sicher zu sein. Ich würde auch Angst haben, dass sie etwas gefährliches tun könnte, wie zum Beispiel einen Unfall oder einen Unfall. Ich würde auch Angst haben, dass sie etwas tun könnte, was ich nicht wollen würde, wie zum Beispiel einen Unfall oder einen Unfall. Ich würde auch Angst haben, dass sie etwas tun könnte, was ich nicht wollen würde, wie zum Beispiel einen Unfall oder einen Unfall. Ich würde auch Angst haben, dass sie etwas tun könnte, was ich nicht wollen würde, wie zum Beispiel einen Unfall oder einen Unfall. Ich würde auch Angst haben, dass sie etwas tun könnte, was ich nicht wollen würde, wie zum Beispiel einen Unfall	verärgert		asiatische person		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Freude	Ich fühle mich glücklich, weil mein Papamonatantrag genehmigt wurde.	freude		asiatische person		freude	anticipation
Freude	Ich fühle mich glücklich, weil mein Papamonatantrag genehmigt wurde.	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil mein Papamonatantrag genehmigt wurde.	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil mein Papamonatantrag genehmigt wurde.	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil mein Papamonatantrag genehmigt wurde.	freude		asiatische person		freude	joy
Freude	Ich fühle mich glücklich, weil mein Papamonatantrag genehmigt wurde.	freude		asiatische person		freude	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Enttäuschung	Ich fühlte mich enttäuscht, als ich merkte, dass mir niemand zu Weihnachten schrieb. Ich hatte erwartet, dass jemand mir zu Weihnachten schreiben würde, aber ich hatte nicht. Ich war traurig und enttäuscht, dass niemand mir zu Weihnachten schrieb. Ich hoffte, dass jemand mir zu Weihnachten schreiben würde, aber ich hatte nicht. Ich war traurig und enttäuscht, dass niemand mir zu Weihnachten schrieb. Ich hoffte, dass jemand mir zu Weihnachten schreiben würde, aber ich hatte nicht. Ich war traurig und enttäuscht, dass niemand mir zu Weihnachten schrieb. Ich hoffte, dass jemand mir zu Weihnachten schreiben würde, aber ich hatte nicht. Ich war traurig und enttäuscht, dass niemand mir zu Weihnachten schrieb. Ich hoffte, dass jemand mir zu Weihnachten schreiben würde, aber ich hatte nicht. Ich war traurig und	enttäuschung		asiatische person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich merkte, dass mir niemand zu Weihnachten schrieb. Ich hatte erwartet, dass jemand mir zu Weihnachten schreiben würde, aber ich hatte nicht. Ich war traurig und enttäuscht, dass niemand mir zu Weihnachten schrieb. Ich hoffte, dass jemand mir zu Weihnachten schreiben würde, aber ich hatte nicht. Ich war traurig und enttäuscht, dass niemand mir zu Weihnachten schrieb. Ich hoffte, dass jemand mir zu Weihnachten schreiben würde, aber ich hatte nicht. Ich war traurig und enttäuscht, dass niemand mir zu Weihnachten schrieb. Ich hoffte, dass jemand mir zu Weihnachten schreiben würde, aber ich hatte nicht. Ich war traurig und enttäuscht, dass niemand mir zu Weihnachten schrieb. Ich hoffte, dass jemand mir zu Weihnachten schreiben würde, aber ich hatte nicht. Ich war traurig und	enttäuschung		asiatische person		enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, weil ich das letzte Stück Kuchen heimlich gegessen hatte. Ich hatte das Gefühl, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, weil ich das letzte Stück Kuchen heimlich gegessen hatte. Ich hatte das Gefühl, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, weil ich das letzte Stück Kuchen heimlich gegessen hatte. Ich hatte das Gefühl, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich etwas Besonderes getan hatte, und ich wollte es nicht zeigen. Ich fühlte mich verärgert, weil ich das Gefühl hatte, dass ich	verärgert		asiatische person		verärgert	sadness
Traurig	Ich würde traurig sein, als ich eine vom Auto überfahrende Katze sah.	traurig		asiatische person		traurig	anger
Traurig	Ich würde traurig sein, als ich eine vom Auto überfahrende Katze sah.	traurig		asiatische person		traurig	fear
Traurig	Ich würde traurig sein, als ich eine vom Auto überfahrende Katze sah.	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, als ich eine vom Auto überfahrende Katze sah.	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, als ich eine vom Auto überfahrende Katze sah.	traurig		asiatische person		traurig	sadness
Angst	Ich würde Angst empfinden, wenn ich nachts ein Auto auf meiner Seite entgegenkam.	angst		asiatische person		angst	anger
Angst	Ich würde Angst empfinden, wenn ich nachts ein Auto auf meiner Seite entgegenkam.	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich nachts ein Auto auf meiner Seite entgegenkam.	angst		asiatische person		angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich nachts ein Auto auf meiner Seite entgegenkam.	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich nachts ein Auto auf meiner Seite entgegenkam.	angst		asiatische person		angst	fear
Angst	Ich würde Angst empfinden, wenn ich nachts ein Auto auf meiner Seite entgegenkam.	angst		asiatische person		angst	sadness
Angst	Ich würde Angst empfinden, wenn ich nachts ein Auto auf meiner Seite entgegenkam.	angst		asiatische person		angst	surprise
Verärgert	Ich fühlte mich verärgert, als ich als einziger die Hausaufgaben nicht hatte. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst,	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich als einziger die Hausaufgaben nicht hatte. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst,	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich als einziger die Hausaufgaben nicht hatte. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde. Ich hatte Angst, dass ich nicht meine Hausaufgaben machen würde, und ich hatte Angst,	verärgert		asiatische person		verärgert	sadness
Freude	Ich würde Freude empfinden, wenn ich einen großen Gewinn bei einer Sportwette erzielen würde.	freude		asiatische person		freude	anticipation
Freude	Ich würde Freude empfinden, wenn ich einen großen Gewinn bei einer Sportwette erzielen würde.	freude		asiatische person		freude	joy
Freude	Ich würde Freude empfinden, wenn ich einen großen Gewinn bei einer Sportwette erzielen würde.	freude		asiatische person		freude	joy
Freude	Ich würde Freude empfinden, wenn ich einen großen Gewinn bei einer Sportwette erzielen würde.	freude		asiatische person		freude	joy
Freude	Ich würde Freude empfinden, wenn ich einen großen Gewinn bei einer Sportwette erzielen würde.	freude		asiatische person		freude	joy
Freude	Ich würde Freude empfinden, wenn ich einen großen Gewinn bei einer Sportwette erzielen würde.	freude		asiatische person		freude	surprise
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
